"hotel_name","price","dates","duration","duration_bucket","rating","ta_rating","ta_review_count","ta_source","departure_airport","scraped_at","url","image_url","offer_url"
"Rewaya Majestic Resort Egipt, Hurghada","9067.0","24.12.2026 - 31.12.2026","9 dni/7 nocy","","","","","","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://datacfstatic.merlinx.pl/EXIM/IMG/114588/e3a15b238b2d30f27199dd0e48d3c85c0bc5e06a1c321d66bdb885dd7a89e111.webp","https://fly.pl/wycieczka/egipt,hurghada,c/rewaya-majestic-resort-10/p6undevQ0sgJKLsuVIaJeMAAogr62pPgv1QM-SW7VDsmj5Q726M4lZ0TmK_1aTPorq4NMqBEVYSU0w0KjU1AZI60ZQAVjCFWACagNVQUlyIRwRnP8GqwTEqUu5BEQbzJ9AGP7lRwHhgfKrDQISYwECDQWWcUw/ofertasv/?filter[tourOperator]=EXIM&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Concorde Moreen Beach Resort & Spa Egipt, Marsa Alam","9310.0","30.12.2026 - 06.01.2027","8 dni/7 nocy","","4.5","4.5","5598","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/07/Concorde-Moreen-Beach-Resort-Spa-fly-pl.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/concorde-moreen-beach-spa-resort/pofi17j0zpoVFzMKMd7AvSAAogtyYZ4AcRuGdKMiKUoAC2U8dnvfVmx8Rg_GaPWDTmLT4qBEpPSVAw0KjU1AZI3khQQVjSFmACagNDR21yQpsBFAEVBhcAXANYBVYCQMoGT6sCXQAR39ABXrYpUrwUUwBL0zJhAEzDiToNgf-XCSAAAcu31LDVys2gMAINYwEACyZ6VrM/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Fantazia Resort Egipt, Marsa Alam","9345.0","30.12.2026 - 06.01.2027","8 dni/7 nocy","","4.4","4.4","5979","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/11/Fantazia-Resort.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/fantazia-resort/p3B9FwPATtOF1st-TWzJydAAogGOQkWddDoAqKmEAP79kdiMdnvfVmx8Rg_GaPWDTmLT4qBEpPSVAw0KjU1AZIgUlQQVjSFmACagMwMllyQpsBFAEVBhcAXANYBVYCQMoGT6sCXQBelfoBEcsBUvESUwBL0zJhAEzDiToNgf-XCSAAAeGVzLDVys2gMAINYwEADC0gtJM/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Hawaii Paradise Aqua Park Resort Egipt, Hurghada","9370.0","24.12.2026 - 31.12.2026","8 dni/7 nocy","","3.4","3.4","441","tripadvisor","Warszawa","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2020/09/Hawaii-Paradise-Aqua-Park-Resort.jpg","https://fly.pl/wycieczka/egipt,hurghada,c/hawaii-paradise-aqua-park-resort-14/pT3oxObvg8cTZPYgtle6sdAAogUUH-4BoGB7c6_W7xMZOlehSsLauwO7yNTDNJOYuPziwqBEpPSVAw0KjU1AZImklQQVjCFWACagNDR21yQ5sBFAEVBhcAXANYBVYCQMoGT-IBXQBSr6sBUwBer09L7UNhABHEiwFMoYE5Dfv-lwkgAAHxt7yAxYbMoDACDmMBAA11wcL4/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Gorgonia Beach Egipt, Marsa Alam","9400.0","30.12.2026 - 06.01.2027","8 dni/7 nocy","","4.5","4.5","3753","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/12/Gorgonia-Beach-Resort.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/gorgonia-beach/pznnU4wm79YBryS6jYw_7tAAogYS3T-YjLMq4EhB4-8Lm3HsdnvfVmx8Rg_GaPWDTmLT4qBEpPSVAw0KjU1AZIuElQQVjSFmACagMwYmtyQ5sBFAEVBhcAXANYBVYCQMoGT6sCXQBelfoBUrwUUwBL0zJhABGumgFMle84DYH_lwkgAAHrx8Cw1crNoDACDWMBAAve9oAy/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Novotel Marsa Alam Egipt, Marsa Alam","9448.0","30.12.2026 - 06.01.2027","8 dni/7 nocy","","4.5","4.5","3662","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/09/Novotel-Marsa-Alam.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/novotel-marsa-alam/p_JGjdHBlGYQ7uFNeo0mtsAAogYUqXWYDgVUuPg3x81XykmMdnvfVmx8Rg_GaPWDTmLT4qBEpPSVAw0KjU1AZI6ElQQVjSFmACagMwbkhyQpsBFAEVBhcAXANYBVYCQMoGT6sCXQBelfoBUrwUUwARrA5LpyRhAEzDiToNgf-XCSAAAcqN9LDVys2gMAINYwEAC3P72ek/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Sea Star Beau Rivage Egipt, Hurghada","9539.0","24.12.2026 - 31.12.2026","8 dni/7 nocy","","4.5","4.5","4261","tripadvisor","Warszawa","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/07/Sea-Star-Beau-Rivage-fly-pl.jpg","https://fly.pl/wycieczka/egipt,hurghada,c/sea-star-beau-rivage/pgTiv15F3Ggyk9MjI3juICAAogWzllsSxKLApvPTl2cC_E_RSsLauwO7yNTDNJOYuPziwqBEpPSVAw0KjU1AZIw0pQQVjCFWACagMwZmRyQpsBFAEVBhcAXANYBVYCQMoGT-IBXQBSr6sBUwARxxpe6DRL7UNhAEzljDoN-_6XCSAAAd7FiPDEhsygMAINYwEADMP51ks/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Royal Lagoons Aqua (ex. Premium Blue) Egipt, Hurghada","9773.0","24.12.2026 - 31.12.2026","8 dni/7 nocy","","4.2","4.2","4300","tripadvisor","Warszawa","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/10/Royal-Lagoons-Aqua.jpg","https://fly.pl/wycieczka/egipt,hurghada,c/premium-blue-lagoon-ex-pyramisa-blue-lagoon/ptmPZAKeU-TlsjiJbbGK2nAAogpe-HhmiACix2IKh33cgMbxSsLauwO7yNTDNJOYuPziwqBEpPSVAw0KjU1AZIrUxQQVjCFWACagNDR21yQpsBFAEVBhcAXANYBVYCQMoGT-IBXQBSr6sBUwBer08RhzJL5hFhAEzljDoN-_6XCSAAAcvF3JjFhsygMAIOYwEADQLYX70/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Swiss Inn Resort Hurghada (ex. Hilton Hurghada Resort) Egipt, Hurghada","9807.0","24.12.2026 - 31.12.2026","9 dni/7 nocy","","4.5","4.5","1875","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/07/Swiss-Inn-Resort-Hurghada.jpg","https://fly.pl/wycieczka/egipt,hurghada,c/hilton-resort/pfnCgx-wYOICd3-K51mGA6AAogyu8hLHX_QStZEcciiJ_Mqq4l3-lULG69CvLTTUqTvRIqBEJWQkUw0KjU1AZIz0xQAVjCFWACagJBSXIhHBGItAEbtPNBGLqkGrkE5akpqwRvAfL9zJQEAhJjAQIGI2wesQ/ofertasv/?filter[tourOperator]=BVBE&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Sentido Oriental Dream Resort Egipt, Marsa Alam","9855.0","28.12.2026 - 04.01.2027","8 dni/7 nocy","","4.6","4.6","704","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/09/Sentido-Oriental-Dream-Resort.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/sentido-oriental-dream-resort/pZP9FxTvrGYFWzO9NW4TegAAoggyjvaImmKsBZvD_fu-HcxqZFgd19BsU2VNiIPevTnQ4qBEJWQkUw0KjU1AZI_0xQAViiFmACagJBSXIhHBHX-wEbvrBEGMPCGasEoOQnuQQRAcymxrQEAgBjAQYLXcKwvA/ofertasv/?filter[tourOperator]=BVBE&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Gemma Resort (ex. Labranda Gemma Premium Resort) Egipt, Marsa Alam","9974.0","28.12.2026 - 04.01.2027","8 dni/7 nocy","","4.5","4.5","5568","tripadvisor","Warszawa - Modlin","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/06/Gemma-Resort.jpg","https://fly.pl/wycieczka/egipt,marsa-alam,c/gemma-resort/pLnVI3-K3Rg7l0b9N3V6L6AAogu7a4hAz2_c-IBrJCIxwED6ZFgd19BsU2VNiIPevTnQ4qBEJWQkUw0KjU1AZI9k1QAViiFmACagJBSXIhHBG8-QEbgPFDGOH5GasE2-4nuQQRAaz5s7MEAhJjAQIN8aeD-w/ofertasv/?filter[tourOperator]=BVBE&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Le Meridien Dahab Resort Egipt, Dahab","9983.0","24.12.2026 - 31.12.2026","8 dni/7 nocy","","4.3","4.3","1708","tripadvisor","Warszawa","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/09/Retac-Qunay-Dahab.jpg","https://fly.pl/wycieczka/egipt,dahab,c/le-meridien-dahab-bay/p0xvVwIGy0ZqZXBTXFzRfCAAogaYjHUiP2my3qB9g9uPSD440RCYMUbnAoptZdUuhRlRYqBEpPSVAw0KjU1AZI_01QQVjCFWACagNDR21yQpsBFAEVBhcAXANYBVYCQMoGT-IBXQARrdEBXrEpUqYgUwBLxyNhAEzljDoN-_6XCSAAAeWZ5JDFiMygMAINYwEACzH2h00/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
"Raouf Sun International Aqua Park & SPA Egipt, Sharm El Sheikh, Szarm el-Szejk","9988.0","24.12.2026 - 31.12.2026","8 dni/7 nocy","","3.8","3.8","319","tripadvisor","Warszawa","2026-08-31T05:42:39.451509+00:00","https://fly.pl/oferta/egipt-wczasy/?filter[dest]=11:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=24-12-2026&filter[whenTo]=06-01-2027&filter[duration]=7:10&filter[from]=Warszawa-Radom,Warszawa,Warszawa-Modlin,Warszawa%20-%20Radom,Warszawa%20-%20Modlin&filter[person]=2&filter[child]=1&filter[price]=0:11000&filter[PriceFrom]=0&filter[PriceTo]=11000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2024/07/raouf-sun-international-aqua-park-spa.jpg","https://fly.pl/wycieczka/egipt,sharm-el-sheikh,szarm-el-szejk/raouf-international-aqua-park-spa-14/pCsGCWDN9EMvgt02BceOHfAAogDMzrR9iJSSW0yhRwXrgWA40RCYMUbnAoptZdUuhRlRYqBEpPSVAw0KjU1AZIhE5QQVjCFWACagMxMm9yQ5sBFAEVBhcAXANYBVYCQMoGT-IBXQBe3voBUqYgUwBLxyNhABHPiAFMloQ5Dfv-lwkgAAHgr-S4w4jMoDACDWMBAAwQHLVb/ofertasv/?filter[tourOperator]=JOIP&filter%5Bperson%5D=2&filter%5BchildAge%5D%5B1%5D=20201210&filter%5Bchild%5D=1"
